TRADE_OUTLET_ID;TRADE_OUTLET_CODE;INTERNAL_ORG_ID;EXTERNAL_ORG_ID;EXTERNAL_ORG_NM;TRADING_NETWORK_CD;BUSH_HOOKUP;TRADE_OUTLET_NM;TRADE_OUTLET_DESC;REGION_NM;REGION_OFFICE;PHONE_NO;EMAIL_TXT;CONTACT_PERSON_NM;EMPLOYEE_ID;MANAGER_PHONE_NO;ANNUAL_TURNOVER_AMT;DISCOUNT_RATE_PCT;REMOTENESS_NUM;TURNOVER_CATEGORY_CD;CONNECTION_TYPE_CD;AUHTORISATION_TYPE_CD;REGISTRATION_DT;EQUIPMENT_TYPE_CD;GROSS_AREA;WEB_CAM_FLG;ULTRAVIOL_DET_FLG;DESK_CNT;TRADE_OUTLET_STATUS_CD;PROCESSED_DTTM;LOAD_ID;RECORD_STATUS;TT_SPECIES;RESPONSE_PERSON_NM;ACTIVITY_TT;CREATED_BY_PERSON_NM;CREATED_DTTM;MDSE_CATEGORY_NM;COMMON_AGREEMENT_FLG;TRADE_ORGANIZATION_ID;CRM_KKO_INTERNAL_ORG_ID;CRM_KKO_INTERNAL_CODE;ONLINE_STORE_FLG;PARENT_TRADE_OUTLET_NM;PARENT_TRADE_OUTLET_CODE;TRADE_OUTLET_CLASSIFICATION;RESP_AGENT_SALES;RESP_PERSON;RESP_PARTNER_SALES;RESP_AGENT_SALES_POSITION;RESP_PERSON_POSITION;RESP_PARTNER_SALES_POSITION;RESP_AGENT_SALES_CODE;RESP_PERSON_CODE;RESP_PARTNER_SALES_CODE;RESP_AGENT_SALES_LOGIN;RESP_PERSON_LOGIN;RESP_PARTNER_SALES_LOGIN;EXT_SYSTEM_TRADE_OUTLET_ID;CITY;POSTCODE;STREET;HOUSE;CORPUS;OFFICE;CHAIRS_CNT;NOTEBOOKS_CNT;PRINTERS_CNT;RACKS_CNT;ACTIVITY_DATE;CREATED_BY_PERSON_NO;MANAGER_EMAIL_TXT;PRODUCT_LINES_TXT;KLADR;ADDRESS_LINE_TXT;STATE_TYPE_DESC;DISTRICT_TYPE_DESC;DISTRICT_NM;CITY_TYPE_DESC;SETTLEMENT_TYPE_DESC;SETTLEMENT_NM;STREET_TYPE_DESC;STATE_NM;TRADE_OUTLET_CODE_PRV;SMS_CODE;SMS_CODE_CANCEL_REASON;WRK_HRS_MON_TO_FRI_START;WRK_HRS_MON_TO_FRI_END;WRK_HRS_SAT_START;WRK_HRS_SAT_END;WRK_HRS_SUN_START;WRK_HRS_SUN_END;TRADING_NETWORK_CODE;SAFE_FLG;CABINET_FLG;LATITUDE;LONGITUDE;LOCATION_ACCURACY;FIAS_CODE;PAPERLESS11_REJECT;ROUTE_TXT;CLIENT_NAV_FLG
2A091697F751E1EB432587AE0031B3FE;150100855000003;Кредитно-кассовый офис ОАО «ОТП Банк» в г. Владикавказ;150100855;МИСИКОВ ОЛЕГ РУСЛАНОВИЧ (СБЕР);;;"""Ringoo"" СБЕР, ИП Мисиков О.Р., Владикавказ г, Ватутина ул, д. 33";;ЮЖНЫЙ;ВЛАДИКАВКАЗ;8(962) 745-77-77;misikov.german@mail.ru;Мисиков Олег Русланович;Мисиков Олег Русланович;8(962) 745-77-77;;;;;;;13.01.2022 15:01:50;;;Установлена;;1,00;Зарегистрирована в системе;18.03.2022 8:11:45;17698,00;I;1,2 порядок;;Активна;Бестаева А.А.;17.12.2021 12:02:00;Телефоны/Гаджеты/Аксессуары;;CF003AF7AF0C4EB0432587AE002B0A3F;2-2087U04;1501;;;;1,2 порядок;;;Наниева И.М.;;;Руководитель партнерских и агентских продаж;;;60488880;;;CN=Izabel M Nanieva/O=REP;;Владикавказ;362025;Ватутина;33;;;;1,00;1,00;;13.01.2022 15:01:50;60490033;misikov.german@mail.ru;POS, CASH, INST, UPSELL;1500000100000380051;362025, Северная Осетия - Алания Респ, Владикавказ г, Ватутина ул, д. 33;Респ;;;г;;;ул;Северная Осетия - Алания;;1;;01.01.0001 10:00:00;01.01.0001 19:00:00;01.01.0001 10:00:00;01.01.0001 19:00:00;01.01.0001 10:00:00;01.01.0001 19:00:00;;;;43.0287899;44.6901779;0;;;район дружбы, около Университета СОГУ. Маршрут № 77, 50, 35, 24, 8.;1
2A42D98DB11F0758C3257439002A5FCE;4601183001;Кредитно-кассовый офис ОАО «ОТП Банк» в г. Курск;4601183;ФРОНЗЕЙ Л В;;;RBT, ИП Фронзей Л.В., г. Обоянь, ул. Ленина, 19, кор. Б;;МОСКОВСКИЙ;КУРСК;(47141) 2-27-93;;Муравьева Наталья Михайловна;Фронзей Людмила Владимировна;(47148) 4-38-37, 5-12-29;500000,00;;65,00;;Dial-up;Электронная;30.04.2008 15:00:23;;129,73;Установлена;;1,00;Документы получены;18.03.2022 8:11:45;17698,00;I;1,2 порядок;;Активна;;21.10.2009 12:18:37;;;F079505B34225387C3257439002988E6;1-4TFH-40;4601;;;;1,2 порядок;;;Уколова Н.Г.;;;Руководитель партнерских и агентских продаж;;;10008450;;;CN=NATALYA G UKOLOVA/O=REP;;Обоянь;306230;Ленина;19;Б;;;1,00;1,00;0,00;30.04.2008 15:00:23;;;POS, CASH, INST, UPSELL;460160010000038;306230, Курская обл, Обоянский р-н, Обоянь г, Ленина ул, д. 19, кор. Б;обл;р-н;Обоянский;г;;;ул;Курская;;;;01.01.0001 9:00:00;01.01.0001 18:00:00;01.01.0001 9:00:00;01.01.0001 18:00:00;01.01.0001 9:00:00;01.01.0001 15:00:00;;;;;;;;;Бывший магазин Эльдорадо,стол банка в центре мебельного магазина .;1
2A6262D110A14F9943258241003C4FFD;250101501000395;Кредитно-кассовый офис ОАО «ОТП Банк» в г. Хабаровск;250101501;ДНС РИТЕЙЛ ЕДИНЫЙ ДОГОВОР;ДНС;;"ДНС, (ТЦ Южный Парк), ООО ""ДНС РИТЕЙЛ"",680051,Хабаровский край,Хабаровск,,Суворова,д. 25";;ДАЛЬНЕВОСТОЧНЫЙ;ХАБАРОВСК;8 (800) 7707 999;;Русак Артем;Русак Артем;8 (800) 7707 999;;;;;;;02.03.2018 11:04:58;;;Установлена;;1,00;Зарегистрирована в системе;18.03.2022 8:11:45;17698,00;I;1,2 порядок;;Активна;Русланов Т.Р.;27.02.2018 13:58:00;Авто аудио-видео системы, Двери/Окна/ПВХ, Домашние аудио-видео системы, Игровые приставки, Компьютеры и комплектующие, Мелкая бытовая техника, Ноутбуки, Принтеры/Факсы/Копиры/Сканеры, Пылесосы, Системы очистки/Кондиционеры, Спутниковые тарелки/антенны, Стиральные/Посудомоечн. машины, Стройматериалы/Инструменты, Телевизоры/плазменные панели, Телефоны/Гаджеты/Аксессуары, Тепло/Водо/Газ. Оборудование, Фото/Видеокамеры/Комплектующие, Холодильники, Электр./газ. плиты;1;4264EAFA5543D04D43258240004C688A;1-4TFH-32;2701;;;;1,2 порядок;Пинчук Н.Ю.;Висковская Е.О.;;Руководитель Агентских продаж;Главный специалист;;09993455;8647;;;CN=Evgeniya O Viskovskaya/O=REP;;;Хабаровск;680051;Суворова;25;;;;1,00;;;02.03.2018 11:04:58;60436398;;POS, CASH, INST, UPSELL;270000010000849;680051, Хабаровский край, Хабаровск г, Суворова ул, д. 25;край;;;г;;;ул;Хабаровский;;1;;01.01.0001 10:00:00;01.01.0001 21:00:00;01.01.0001 10:00:00;01.01.0001 21:00:00;01.01.0001 10:00:00;01.01.0001 21:00:00;NW00149;;;;;;;;"ТЦ ""ЮЖНЫЙ ПАРК""  1 ЭТАЖ";1
2A6A27653D5AAC2D43258244004C62DF;250101502000524;Кредитно-кассовый офис ОАО «ОТП Банк» в г. Краснодар;250101502;ДНС РИТЕЙЛ БРОКЕР ЕДИНЫЙ ДОГОВОР;ДНС БРОКЕР;;"ДНС, ООО ""ДНС РИТЕЙЛ"",г.Краснодар, ул. Ставропольская, д.135";;ЮЖНЫЙ;КРАСНОДАР;8 (800) 7707 999;;Белов Виталий;Белов Виталий;8 (800) 7707 999;;;;;;;06.03.2018 12:56:12;;;Установлена;Установлен;0,00;Зарегистрирована в системе;18.03.2022 8:11:45;17698,00;I;1,2 порядок;;Активна;Мазепа Л.В.;02.03.2018 16:54:00;Компьютеры и комплектующие, Мелкая бытовая техника, Ноутбуки, Принтеры/Факсы/Копиры/Сканеры, Стиральные/Посудомоечн. машины, Стройматериалы/Инструменты, Телевизоры/плазменные панели, Телефоны/Гаджеты/Аксессуары, Холодильники, Электр./газ. плиты;1;C3E8D3230EC4B16B43258240004DB918;1-4TFH-1;2301;;;;1,2 порядок;;;Болтычева Е.Н.;;;Руководитель партнерских и агентских продаж;;;10017581;;;CN=Ekaterina N Boltycheva/O=REP;325223201814421399;Краснодар;350058;Ставропольская;135;;;;1,00;1,00;;06.03.2018 12:56:12;679;;POS, CASH, INST, UPSELL;230000010000702;350058, Краснодарский край, Краснодар г, Ставропольская ул, д. 135;край;;;г;;;ул;Краснодарский;;;Не предусмотрено типом ТТ;01.01.0001 9:00:00;01.01.0001 21:00:00;01.01.0001 9:00:00;01.01.0001 21:00:00;01.01.0001 9:00:00;01.01.0001 21:00:00;NW00150;Установлен;;;;;;;Магазин ДНС,кредитный отдел. Магазин находится недалеко от Кубанского Государственного Университета.;1
2A76ED0E5A4A082743258623002CAC62;2501015010002035;Кредитно-кассовый офис ОАО «ОТП Банк» в г. Пятигорск;250101501;ДНС РИТЕЙЛ ЕДИНЫЙ ДОГОВОР;ДНС;;"ДНС, ООО ""ДНС РИТЕЙЛ""Урус-Мартан г, Каланчакский 1-й ул, д. 33";;ЮЖНЫЙ;ПЯТИГОРСК;89147129745;sergienko@dns-shop.ru;Сергиенко Евгений Александрович;Сергиенко Евгений Александрович;89147129745;;;;;;;25.11.2020 17:12:54;;;Установлена;;1,00;Зарегистрирована в системе;18.03.2022 8:11:45;17698,00;I;1,2 порядок;;Активна;Гурченко Р.А.;17.11.2020 11:07:00;Авто аудио-видео системы, Двери/Окна/ПВХ, Домашние аудио-видео системы, Игровые приставки, Компьютеры и комплектующие, Мелкая бытовая техника, Ноутбуки, Принтеры/Факсы/Копиры/Сканеры, Пылесосы, Системы очистки/Кондиционеры, Спутниковые тарелки/антенны, Стиральные/Посудомоечн. машины, Стройматериалы/Инструменты, Телевизоры/плазменные панели, Телефоны/Гаджеты/Аксессуары, Тепло/Водо/Газ. Оборудование, Фото/Видеокамеры/Комплектующие, Холодильники, Электр./газ. плиты;1;4264EAFA5543D04D43258240004C688A;1-4TFH-60;2602;;;;1,2 порядок;;;Ибишов А.У.;;;Руководитель партнерских и агентских продаж;;;60449280;;;CN=Adam U Ibishov/O=REP;;;366523;Каланчакский 1-й;33;;;;;;;25.11.2020 17:12:54;60459830;sergienko@dns-shop.ru;POS, CASH, INST;20010000001017800;366523, Чеченская Респ, Урус-Мартановский р-н, Урус-Мартан г, Каланчакский 1-й ул, д. 33;Респ;р-н;Урус-Мартановский;;г;Урус-Мартан;ул;Чеченская;;1;;01.01.0001 9:00:00;01.01.0001 21:00:00;01.01.0001 9:00:00;01.01.0001 21:00:00;01.01.0001 9:00:00;01.01.0001 21:00:00;NW00149;;;43.1026397;45.5439289;STREET;;;город урус-мартан,по главной дороге на против мечети,2 этаж;1
2A8DFBF24FD666E143258079006BED7C;390101184000010;Кредитно-кассовый офис ОАО «ОТП Банк» в г. Калининград;390101184;ОБЩЕЕ ДЕЛО;ВЕСТЕР;;8 М, ООО ОБЩЕЕ ДЕЛО, г. Балтийск, ул. Ленина, д. 65;;СЕВЕРО-ЗАПАДНЫЙ;КАЛИНИНГРАД;89097920930;etaratinova@vester.ru;Абрамов Геннадий Николаевич;Абрамов Геннадий Николаевич;89097920930;500000,00;;0,00;;Dial-up;Электронная;30.11.2016 15:44:59;;100,00;Установлена;Установлен;1,00;Зарегистрирована в системе;18.03.2022 8:11:45;17698,00;I;1,2 порядок;;Активна;Вишнякова Т.А.;28.11.2016 22:38:00;Стиральные/Посудомоечн. машины, Телевизоры/плазменные панели, Телефоны/Гаджеты/Аксессуары, Принтеры/Факсы/Копиры/Сканеры, Холодильники, Швейные машинки и оверлоки, Фото/Видеокамеры/Комплектующие, Пылесосы, Электр./газ. плиты, Ноутбуки, Авто аудио-видео системы, Компьютеры и комплектующие, Мелкая бытовая техника, Домашние аудио-видео системы;;721984D1F50B6C93432580790037EC0F;1-4TFH-98;3901;;;;1,2 порядок;Зновец Е.Н.;Лупик А.В.;;Руководитель Агентских продаж;Главный специалист;;60443049;20746;;CN=Ekaterina N Znovets/O=REP;CN=Anastasiya V Mingalimova/O=REP;;;Балтийск;238520;Ленина;65;;;;1,00;1,00;;30.11.2016 15:44:59;7051;etaratinova@vester.ru;POS, CASH, INST, UPSELL;390150010000039;238520, Калининградская обл, Балтийский р-н, Балтийск г, Ленина ул, д. 65;обл;р-н;Балтийский;г;;;ул;Калининградская;;1;;01.01.0001 10:00:00;01.01.0001 20:00:00;01.01.0001 10:00:00;01.01.0001 20:00:00;01.01.0001 10:00:00;01.01.0001 20:00:00;NW00117;Установлен;;;;;;;2 этаж.Магазин балтмаксимус, кредитная зона справа от входа, в конце магазина;1
2A92F38D60B44F2F432586A70040FF56;2501017340002006;Кредитно-кассовый офис ОАО «ОТП Банк» в г. Барнаул;250101734;14-09 ДНС Брокер УП ДНС Ритейл Брокер Единый договор;ДНС Брокер УП;;"14-09 ДНС Брокер УП, ООО ""ДНС РИТЕЙЛ"" Алтайский край, Михайловское, с, Октябрьский, пр-кт, дом 5Б";;СИБИРСКИЙ;БАРНАУЛ;89376193244;pavlova.i@dns-shop.ru;Ирина Павлова;Ирина Павлова;89376193244;;;;;;;30.03.2021 15:47:01;;;Установлена;Установлен;1,00;Зарегистрирована в системе;18.03.2022 8:11:45;17698,00;I;1,2 порядок;;Активна;Куренная К.А.;29.03.2021 14:49:00;Компьютеры и комплектующие, Ноутбуки, Телевизоры/плазменные панели, Телефоны/Гаджеты/Аксессуары;1;2C6BF5566403341D432583FB00265D6E;1-4TFH-35;2201;;;;Брокер;Клишина Т.В.;Лифанова Т.С.;;Руководитель Агентских продаж;Главный специалист;;60449667;60497159;;CN=Tatyana V Klishina/O=REP;CN=Tamara S Lifanova/O=REP;;050293202114482848;;658960;Октябрьский;5Б;;;;1,00;1,00;;30.03.2021 15:47:01;60476106;pavlova.i@dns-shop.ru;POS, CASH, INST, UPSELL;2202900000100940011;658960, Алтайский край, Михайловский р-н, Михайловское с, Октябрьский пр-кт, д. 5Б;край;р-н;Михайловский;;с;Михайловское;пр-кт;Алтайский;;;Не предусмотрено типом ТТ;01.01.0001 9:00:00;01.01.0001 21:00:00;01.01.0001 9:00:00;01.01.0001 21:00:00;01.01.0001 9:00:00;01.01.0001 21:00:00;NW01005;;;51.8194341;79.7222754;EXACT_HOUSE;;;напротив центральной площади;1
2AC147ABAC0A4D5044257B6E003DE78F;770102231000133;Кредитно-кассовый офис ОАО «ОТП Банк» в г. Ханты-Мансийск;770102231;IPOS-ЕДИНЫЙ ДОГОВОР;;;ККО_Ханты-Мансийск;;ВОСТОЧНО-УРАЛЬСКИЙ;ХАНТЫ-МАНСИЙСК;(3467) 33-13-47;;Сыпина Наталья Сергеевна;;;;;;;Dial-up;Электронная;20.05.2013 9:35:24;;;Установлена;Установлен;1,00;Зарегистрирована в системе;18.03.2022 8:11:45;17698,00;I;1,2 порядок;;Активна;Милян А.О.;17.05.2013 14:16:00;Услуги;1;DB660AC59189575644257B21004B5BA3;2-28ED84F;7203;;;;Офис ККО;;;Калитюк А.О.;;;Руководитель партнерских и агентских продаж;;;60496956;;;CN=Aleksey O Kalityuk/O=REP;;Ханты-Мансийск;628011;Карла Маркса;17;;503;;;;;20.05.2013 9:35:24;2066;;POS, CASH, UPSELL, INST;8600000100000490011;628011, Ханты-Мансийский Автономный округ - Югра АО, Ханты-Мансийск г, Карла Маркса ул, д. 17, офис 503;АО;;;г;;;ул;Ханты-Мансийский Автономный округ - Югра;;;;01.01.0001 9:00:00;01.01.0001 21:00:00;01.01.0001 9:00:00;01.01.0001 21:00:00;01.01.0001 9:00:00;01.01.0001 21:00:00;;;;;;;;;ТД Гермес этаж 5;1
2AD51F165C5F1E0C43257F7E0030B73A;360101904000003;Кредитно-кассовый офис ОАО «ОТП Банк» в г. Воронеж;360101904;Шишкин А.П.;;;"Мебельная Фабрика ""Боринское"", ИП Шишкин А.П., г. Воронеж, ул. Космонавтов, д. 27 Г";;МОСКОВСКИЙ;ВОРОНЕЖ;8(950)7743772;;Шишкин Андрей Павлович;Шишкин Андрей Павлович;8(950)7743772;300000,00;;0,00;;Dial-up;Электронная;23.03.2016 11:55:19;;100,00;Установлена;Установлен;1,00;Документы получены;18.03.2022 8:11:45;17698,00;I;1,2 порядок;;Активна;Голубева Ю.В.;22.03.2016 11:52:00;Мебель и комплектующие;;BA2246AF26926B8B43257F7100423B86;1-4TFH-34;3601;;;;1,2 порядок;;;Попов В.С.;;;Руководитель партнерских и агентских продаж;;;60442520;;;CN=Vasiliy S Popov/O=REP;;Воронеж;394038;Космонавтов;27г;;;1,00;1,00;1,00;;23.03.2016 11:55:19;09971892;;POS, CASH, INST, UPSELL;360000010000408;394038, Воронежская обл, Воронеж г, Космонавтов ул, д. 27г;обл;;;г;;;ул;Воронежская;;;;01.01.0001 9:00:00;01.01.0001 18:00:00;01.01.0001 9:00:00;01.01.0001 18:00:00;01.01.0001 9:00:00;01.01.0001 18:00:00;;Установлен;;;;;;;"ТЦ Карусель, на эскалаторе на 2 этаж ,направо через мебельный зал до кредитной зоны,ориентир магазин ""Золотая Зебра""";1
2AD985D0AC98F29F43257FD30016C15E;220102357000001;Кредитно-кассовый офис ОАО «ОТП Банк» в г. Барнаул;220102357;Трусов СВ;;;"""Мебель Алтая"", ИП Трусов С.В., г. Рубцовск, ул. Комсомольская, 147";;СИБИРСКИЙ;БАРНАУЛ;8-905-985-0937;praid-mebel@list.ru;Трусов Сергей Владимирович;Трусов Сергей Владимирович;8-905-985-0937;;;;;Выделенная линия;Электронная;17.06.2016 11:33:01;;;Установлена;Установлен;1,00;Документы получены;18.03.2022 8:11:45;17698,00;I;1,2 порядок;;Активна;Арефьева Е.С.;15.06.2016 7:08:00;Мебель и комплектующие;;34DB276BC700988743257FD300154693;1-4TFH-35;2201;;;;1,2 порядок;Клишина Т.В.;Лифанова Т.С.;;Руководитель Агентских продаж;Главный специалист;;60449667;60497159;;CN=Tatyana V Klishina/O=REP;CN=Tamara S Lifanova/O=REP;;;Рубцовск;658224;Комсомольская;147;;;0,00;1,00;1,00;;17.06.2016 11:33:01;60419938;praid-mebel@list.ru;POS, CASH, INST;220000090000131;658224, Алтайский край, Рубцовск г, Комсомольская ул, д. 147;край;;;г;;;ул;Алтайский;;1;;01.01.0001 9:00:00;01.01.0001 19:00:00;01.01.0001 9:00:00;01.01.0001 19:00:00;01.01.0001 9:00:00;01.01.0001 19:00:00;;;;;;;;;"ост.""Рынок"" по ул. Комсомольской";1
2B0E3F1FB6D8525443258600004632D7;2501015020002760;Кредитно-кассовый офис ОАО «ОТП Банк» в г. Самара;250101502;ДНС РИТЕЙЛ БРОКЕР ЕДИНЫЙ ДОГОВОР;ДНС БРОКЕР;;"14-09 ""ДНС"" БРОКЕР ООО ДНС Самарская обл, Жигулевск г, Московское ш, 18";;ВЕРХНЕВОЛЖСКИЙ;САМАРА;89376400610;iglina.zhn@dns-shop.ru;Иглина Жанна;Иглина Жанна;89376400610;;;;;;;21.10.2020 12:00:01;;;Установлена;Установлен;1,00;Зарегистрирована в системе;18.03.2022 8:11:45;17698,00;I;1,2 порядок;;Активна;Доронкина Е.Ш.;13.10.2020 15:46:00;Компьютеры и комплектующие, Мелкая бытовая техника, Ноутбуки, Принтеры/Факсы/Копиры/Сканеры, Стиральные/Посудомоечн. машины, Стройматериалы/Инструменты, Телевизоры/плазменные панели, Телефоны/Гаджеты/Аксессуары, Холодильники, Электр./газ. плиты;1;C3E8D3230EC4B16B43258240004DB918;1-4TFH-13;6301;;;;Брокер;;;Гладкой К.Е.;;;Руководитель партнерских и агентских продаж;;;60497502;;;CN=Kirill E Gladkoy/O=REP;0051310202014443348;Жигулевск;445350;Московское;18;;;;1,00;1,00;;21.10.2020 12:00:01;60492352;iglina.zhn@dns-shop.ru;POS, CASH, INST, UPSELL;63000002000015500;445350, Самарская обл, Жигулевск г, Московское ш, д. 18;обл;;;г;;;ш;Самарская;;;Не предусмотрено типом ТТ;01.01.0001 9:00:00;01.01.0001 21:00:00;01.01.0001 9:00:00;01.01.0001 21:00:00;01.01.0001 9:00:00;01.01.0001 21:00:00;NW00150;Установлен;;53.4276777;49.4802754;STREET;;;ТЦ ОЗОН;1
2B242310AE2C788A43258244003FEA1F;250101502000247;Кредитно-кассовый офис ОАО «ОТП Банк» в г. Новороссийск;250101502;ДНС РИТЕЙЛ БРОКЕР ЕДИНЫЙ ДОГОВОР;ДНС БРОКЕР;;"ДНС, ООО ""ДНС РИТЕЙЛ"" БРОКЕР, г.Новороссийск, ул.Коммунистическая 28а";;ЮЖНЫЙ;НОВОРОССИЙСК;8 (800) 7707 999;;Белов Виталий;Белов Виталий;8 (800) 7707 999;;;;;;;06.03.2018 12:56:26;;;Установлена;;1,00;Зарегистрирована в системе;18.03.2022 8:11:45;17698,00;I;1,2 порядок;;Активна;Ягода Д.А.;02.03.2018 14:38:00;Компьютеры и комплектующие, Мелкая бытовая техника, Ноутбуки, Принтеры/Факсы/Копиры/Сканеры, Стиральные/Посудомоечн. машины, Стройматериалы/Инструменты, Телевизоры/плазменные панели, Телефоны/Гаджеты/Аксессуары, Холодильники, Электр./газ. плиты;1;C3E8D3230EC4B16B43258240004DB918;2-2082ADX;2305;;;;Брокер;;;Талыбов А.И.;;;Руководитель партнерских и агентских продаж;;;10017721;;;CN=Aftandil I Talybov/O=REP;01223201814386103;Новороссийск;353900;Коммунистическая;28а;;;;1,00;1,00;;06.03.2018 12:56:26;09985220;;POS, CASH, INST, UPSELL;230000060000142;353900, Краснодарский край, Новороссийск г, Коммунистическая ул, д. 28а;край;;;г;;;ул;Краснодарский;;;Не предусмотрено типом ТТ;01.01.0001 9:00:00;01.01.0001 21:00:00;01.01.0001 9:00:00;01.01.0001 21:00:00;01.01.0001 9:00:00;01.01.0001 21:00:00;NW00150;Установлен;;;;;;;"ТЦ ""Смена"", 3-й этаж";1
2B376B7642943CBA4325854C0044AC6D;660103452000092;Кредитно-кассовый офис ОАО «ОТП Банк» в г. Челябинск;660103452;МОБИЛЬНЫЙ ОФИС ЕДИНЫЙ ДОГОВОР;;;NEW MIPOS, Златоуст Таганайская 204;;ВОСТОЧНО-УРАЛЬСКИЙ;ЧЕЛЯБИНСК;2578;I.Krasichkov@otpbank.ru;Красичков Игорь Викторович;Красичков Игорь Викторович;2578;;;;;;;21.04.2020 13:48:23;;;Установлена;Установлен;1,00;Зарегистрирована в системе;18.03.2022 8:11:45;17698,00;I;1,2 порядок;;Активна;Ханнанова Е.Г.;16.04.2020 15:30:00;Услуги;1;F0587FF75A7F1BC64325845F003DB691;1-4TFH-16;7401;;;;1,2 порядок;Чернякова О.И.;Маслов М.А.;;Руководитель Агентских продаж;Главный специалист;;60436640;09931458;;;CN=Maksim A Maslov/O=REP;;;Златоуст;456228;Таганайская;204;;;1,00;58218,00;63280,00;;21.04.2020 13:48:23;10003317;I.Krasichkov@otpbank.ru;POS, CASH, INST;7400000400003230132;456228, Челябинская обл, Златоуст г, Таганайская ул, д. 204;обл;;;г;;;ул;Челябинская;;1;;01.01.0001 10:00:00;01.01.0001 19:00:00;01.01.0001 10:00:00;01.01.0001 19:00:00;01.01.0001 10:00:00;01.01.0001 19:00:00;;Установлен;;55.1482522;59.6679253;NEAREST_HOUSE;;;ТЦ Панарама, 2 этаж, стойка IPOS;1
2B3FFEFC71FB9B85432585D000460C9E;2501015020002607;Кредитно-кассовый офис ОАО «ОТП Банк» в г. Кемерово;250101502;ДНС РИТЕЙЛ БРОКЕР ЕДИНЫЙ ДОГОВОР;ДНС БРОКЕР;;"14-09 ДНС, ООО ""ДНС РИТЕЙЛ"", г. Кемерово ул. Леонова д 24А";;СИБИРСКИЙ;КЕМЕРОВО;89243396352;Sitnikov.IA@dns-shop.ru;Ситников Иван?;Ситников Иван?;89243396352;;;;;;;27.08.2020 16:06:58;;;Установлена;;1,00;Зарегистрирована в системе;18.03.2022 8:11:45;17698,00;I;1,2 порядок;;Активна;Куренная К.А.;26.08.2020 15:45:00;Компьютеры и комплектующие, Мелкая бытовая техника, Ноутбуки, Принтеры/Факсы/Копиры/Сканеры, Стиральные/Посудомоечн. машины, Стройматериалы/Инструменты, Телевизоры/плазменные панели, Телефоны/Гаджеты/Аксессуары, Холодильники, Электр./газ. плиты;1;C3E8D3230EC4B16B43258240004DB918;1-4TFH-4;4201;;;;Брокер;Зылева А.А.;Лавров А.А.;;Руководитель Агентских продаж;Главный специалист;;60397460;60501338;;CN=Anastasiya A Zyleva/O=REP;CN=Aleksandr A Lavrov/O=REP;;050268202015472348;Кемерово;650033;Леонова;24А;;;;1,00;1,00;;27.08.2020 16:06:57;60476106;Sitnikov.IA@dns-shop.ru;POS, CASH, INST;4200000900003220014;650033, Кемеровская область - Кузбасс обл, Кемерово г, Леонова ул, д. 24А;обл;;;г;;;ул;Кемеровская область - Кузбасс;;;Не предусмотрено типом ТТ;01.01.0001 10:00:00;01.01.0001 21:00:00;01.01.0001 10:00:00;01.01.0001 21:00:00;01.01.0001 10:00:00;01.01.0001 21:00:00;NW00150;;;55.390783;86.0149364;NEAREST_HOUSE;;;ТЦ пятерочка, лестница налево, 2 этаж;1
2B6C2CF87E893249432587CF0028B987;2501015020003575;Кредитно-кассовый офис ОАО «ОТП Банк» в г. Самара;250101502;ДНС РИТЕЙЛ БРОКЕР ЕДИНЫЙ ДОГОВОР;ДНС БРОКЕР;;"14-09 ""ДНС"" БРОКЕР ООО ДНС РИТЕЙЛ г Нефтегорск, пр-кт Победы, д 18";;ВЕРХНЕВОЛЖСКИЙ;САМАРА;89147129745;sergienko@dns-shop.ru;Сергиенко Евгений Александрович;Сергиенко Евгений Александрович;89147129745;;;;;;;19.01.2022 11:37:45;;;Установлена;Установлен;1,00;Зарегистрирована в системе;18.03.2022 8:11:45;17698,00;I;1,2 порядок;;Активна;Доронкина Е.Ш.;19.01.2022 10:24:00;Компьютеры и комплектующие, Мелкая бытовая техника, Ноутбуки, Принтеры/Факсы/Копиры/Сканеры, Стиральные/Посудомоечн. машины, Стройматериалы/Инструменты, Телевизоры/плазменные панели, Телефоны/Гаджеты/Аксессуары, Холодильники, Электр./газ. плиты;1;C3E8D3230EC4B16B43258240004DB918;1-4TFH-13;6301;;;;Брокер;Чувайлова М.А.;Никитина А.М.;;Руководитель Агентских продаж;Главный специалист;;60482529;09931650;;CN=Mariya A Chuvaylova/O=REP;CN=Anastasiya M Nikitina/O=REP;;00519120229385248;Нефтегорск;446600;Победы;18;;;;1,00;1,00;;19.01.2022 11:37:45;60492352;sergienko@dns-shop.ru;POS, CASH, INST, UPSELL;63017001000001400;446600, Самарская обл, Нефтегорский р-н, Нефтегорск г, Победы пр-кт, д. 18;обл;р-н;Нефтегорский;г;;;пр-кт;Самарская;;;Не предусмотрено типом ТТ;01.01.0001 9:00:00;01.01.0001 21:00:00;01.01.0001 9:00:00;01.01.0001 21:00:00;01.01.0001 9:00:00;01.01.0001 21:00:00;NW00150;Установлен;;52.7975827;51.1653791;0;;;;1
